data_lancamento,tipo,categoria,subcategoria,descricao,cliente_fornecedor,centro_custo,valor,data_vencimento,data_pagamento,status,conta
2025-06-20,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Prime,Operacional,774.29,2025-07-10,,Em aberto,Conta Corrente
2025-06-21,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Consultoria,5641.41,2025-08-05,,Em aberto,Conta Corrente
2025-06-21,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Administrativo,770.54,2025-08-05,2025-08-03,Pago,Conta Investimento
2025-06-21,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,TI,591.6,2025-07-11,2025-07-11,Pago,Conta Digital
2025-06-21,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Atlas,RH,1815.02,2025-07-11,2025-07-06,Pago,Conta Digital
2025-06-22,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Operacional,3439.23,2025-07-07,2025-07-05,Pago,Conta Digital
2025-06-22,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Prime,RH,1142.24,2025-07-22,2025-07-21,Pago,Conta Corrente
2025-06-22,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,TI,677.35,2025-07-12,,Em aberto,Conta Digital
2025-06-22,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Alpha,Consultoria,10197.09,2025-07-12,2025-07-12,Recebido,Conta Digital
2025-06-22,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,RH,776.69,2025-07-22,2025-07-17,Pago,Conta Investimento
2025-06-23,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Comercial,8922.27,2025-07-13,2025-07-10,Recebido,Conta Investimento
2025-06-23,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Consultoria,2355.9,2025-07-08,2025-07-05,Recebido,Conta Corrente
2025-06-24,Receita,Serviços,Projetos,Projeto de análise,Cliente Beta,Consultoria,10211.87,2025-07-14,2025-07-11,Recebido,Conta Digital
2025-06-25,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Financeiro,731.26,2025-07-25,2025-07-22,Pago,Conta Corrente
2025-06-25,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Central,Financeiro,8726.13,2025-08-09,2025-08-09,Pago,Conta Digital
2025-06-26,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,TI,943.92,2025-07-26,2025-07-25,Pago,Conta Corrente
2025-06-26,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Ômega,Projetos,7574.28,2025-08-10,2025-08-07,Recebido,Conta Corrente
2025-06-26,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Atlas,Administrativo,859.33,2025-07-01,,Atrasado,Conta Digital
2025-06-26,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Digital,Operacional,585.28,2025-07-11,2025-07-10,Pago,Conta Corrente
2025-06-27,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Projetos,3426.11,2025-07-27,2025-07-25,Recebido,Conta Digital
2025-06-27,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Atlas,TI,5200.75,2025-07-07,2025-07-02,Pago,Conta Digital
2025-06-28,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Atlas,Administrativo,600.62,2025-07-28,2025-07-25,Pago,Conta Digital
2025-06-28,Receita,Serviços,Projetos,Projeto de análise,Cliente Delta,Consultoria,7141.81,2025-07-13,2025-07-13,Recebido,Conta Investimento
2025-06-29,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Delta,Projetos,8191.26,2025-07-29,2025-07-24,Recebido,Conta Digital
2025-06-29,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Administrativo,760.7,2025-08-13,2025-08-12,Pago,Conta Digital
2025-06-29,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Ômega,Projetos,15612.91,2025-07-29,2025-07-26,Recebido,Conta Corrente
2025-06-30,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Beta,Financeiro,480.15,2025-07-05,2025-07-05,Pago,Conta Investimento
2025-06-30,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,Administrativo,1603.14,2025-07-30,,Atrasado,Conta Corrente
2025-07-01,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Ômega,Comercial,12231.37,2025-07-11,2025-07-11,Recebido,Conta Corrente
2025-07-02,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Consultoria,5963.36,2025-07-22,2025-07-17,Recebido,Conta Investimento
2025-07-03,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Ômega,Projetos,10108.68,2025-07-23,,Em aberto,Conta Digital
2025-07-04,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Atlas,RH,579.87,2025-08-03,2025-07-31,Pago,Conta Investimento
2025-07-05,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,Financeiro,639.77,2025-07-15,,Em aberto,Conta Investimento
2025-07-05,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,Operacional,245.15,2025-08-04,2025-07-30,Pago,Conta Investimento
2025-07-05,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Beta,Projetos,2174.43,2025-07-20,2025-07-19,Recebido,Conta Digital
2025-07-06,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Central,Operacional,491.99,2025-08-05,,Atrasado,Conta Digital
2025-07-06,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,Comercial,1444.01,2025-07-11,,Em aberto,Conta Corrente
2025-07-06,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Digital,TI,3316.7,2025-09-04,,Cancelado,Conta Investimento
2025-07-06,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Beta,Projetos,7042.52,2025-07-16,2025-07-13,Recebido,Conta Corrente
2025-07-07,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Projetos,12549.63,2025-08-06,2025-08-01,Recebido,Conta Corrente
2025-07-07,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Consultoria,13322.23,2025-07-12,2025-07-12,Recebido,Conta Investimento
2025-07-07,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Beta,Consultoria,11737.55,2025-08-06,2025-08-06,Recebido,Conta Corrente
2025-07-08,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Projetos,15921.76,2025-08-07,2025-08-07,Recebido,Conta Investimento
2025-07-08,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Atlas,RH,16034.64,2025-08-22,2025-08-20,Pago,Conta Corrente
2025-07-09,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Atlas,RH,150.35,2025-08-08,2025-08-06,Pago,Conta Corrente
2025-07-09,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,Financeiro,4518.92,2025-09-07,2025-09-04,Pago,Conta Corrente
2025-07-09,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Beta,Financeiro,303.79,2025-07-29,2025-07-27,Pago,Conta Digital
2025-07-09,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Comercial,7472.82,2025-07-14,2025-07-13,Pago,Conta Digital
2025-07-09,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,TI,692.03,2025-07-19,2025-07-19,Pago,Conta Digital
2025-07-09,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,Financeiro,7358.63,2025-07-19,,Atrasado,Conta Investimento
2025-07-10,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Delta,Comercial,21456.06,2025-08-24,2025-08-24,Recebido,Conta Investimento
2025-07-10,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,RH,227.23,2025-07-20,,Atrasado,Conta Corrente
2025-07-10,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Alpha,Comercial,2260.72,2025-07-15,2025-07-10,Recebido,Conta Investimento
2025-07-11,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Operacional,931.24,2025-07-31,2025-07-28,Pago,Conta Investimento
2025-07-11,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Atlas,Operacional,1821.93,2025-08-25,2025-08-20,Pago,Conta Investimento
2025-07-11,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Alpha,Projetos,8295.33,2025-08-25,,Atrasado,Conta Investimento
2025-07-11,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Operacional,317.35,2025-07-26,2025-07-26,Pago,Conta Investimento
2025-07-11,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Ômega,Consultoria,6955.5,2025-07-21,2025-07-19,Recebido,Conta Digital
2025-07-11,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Atlas,Financeiro,806.31,2025-07-31,,Cancelado,Conta Digital
2025-07-13,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Ômega,Consultoria,6532.16,2025-08-02,,Em aberto,Conta Investimento
2025-07-13,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,RH,2792.34,2025-08-12,2025-08-10,Pago,Conta Investimento
2025-07-14,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Digital,TI,3616.77,2025-08-28,2025-08-27,Pago,Conta Corrente
2025-07-15,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,Administrativo,1380.25,2025-08-14,,Em aberto,Conta Corrente
2025-07-15,Despesa,Administrativa,Serviços Terceirizados,Serviços jurídicos,Fornecedor Atlas,Financeiro,510.2,2025-07-20,,Em aberto,Conta Digital
2025-07-16,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Atlas,Financeiro,1515.19,2025-08-15,2025-08-10,Pago,Conta Corrente
2025-07-16,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Central,Financeiro,1858.48,2025-08-15,2025-08-10,Pago,Conta Investimento
2025-07-17,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,Administrativo,5570.59,2025-08-16,,Em aberto,Conta Corrente
2025-07-17,Despesa,Operacional,Software,Licença de software,Fornecedor Digital,RH,1740.56,2025-08-31,,Em aberto,Conta Investimento
2025-07-17,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Beta,Comercial,10501.88,2025-08-16,2025-08-11,Recebido,Conta Corrente
2025-07-18,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,Financeiro,1829.81,2025-07-28,2025-07-26,Pago,Conta Digital
2025-07-20,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Alpha,Projetos,35000.0,2025-07-30,,Cancelado,Conta Digital
2025-07-20,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,TI,1494.63,2025-08-09,2025-08-09,Pago,Conta Corrente
2025-07-20,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Central,RH,727.66,2025-08-19,2025-08-18,Pago,Conta Digital
2025-07-21,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Digital,Administrativo,1048.86,2025-09-04,2025-09-01,Pago,Conta Investimento
2025-07-21,Receita,Serviços,Projetos,Projeto de implantação,Cliente Gama,Consultoria,7763.94,2025-08-10,2025-08-08,Recebido,Conta Investimento
2025-07-21,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Digital,Financeiro,727.82,2025-08-20,2025-08-19,Pago,Conta Investimento
2025-07-22,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Central,Operacional,24856.88,2025-08-21,,Em aberto,Conta Digital
2025-07-22,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Alpha,Comercial,2200.11,2025-07-27,,Cancelado,Conta Investimento
2025-07-23,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Central,TI,1569.27,2025-09-21,2025-09-18,Pago,Conta Investimento
2025-07-24,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Projetos,1241.63,2025-08-23,2025-08-20,Recebido,Conta Investimento
2025-07-25,Despesa,Operacional,Energia,Conta de energia,Fornecedor Central,Administrativo,1206.4,2025-09-23,2025-09-20,Pago,Conta Corrente
2025-07-25,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Projetos,3508.3,2025-08-04,,Atrasado,Conta Investimento
2025-07-26,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Atlas,TI,640.93,2025-08-25,2025-08-24,Pago,Conta Investimento
2025-07-26,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Beta,Operacional,2832.04,2025-08-10,2025-08-10,Pago,Conta Investimento
2025-07-27,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Digital,Financeiro,6236.92,2025-08-06,,Em aberto,Conta Digital
2025-07-27,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Central,RH,24050.8,2025-08-26,2025-08-23,Pago,Conta Corrente
2025-07-27,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Central,Administrativo,20118.44,2025-08-16,,Atrasado,Conta Investimento
2025-07-31,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Atlas,RH,485.48,2025-08-05,2025-08-03,Pago,Conta Digital
2025-08-01,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Prime,Financeiro,25048.75,2025-08-21,,Em aberto,Conta Corrente
2025-08-01,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Digital,RH,281.32,2025-08-06,2025-08-05,Pago,Conta Investimento
2025-08-02,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Atlas,RH,7263.17,2025-08-12,,Em aberto,Conta Corrente
2025-08-03,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Beta,Consultoria,13516.9,2025-08-18,,Em aberto,Conta Corrente
2025-08-03,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Delta,Projetos,8722.88,2025-08-08,2025-08-07,Recebido,Conta Digital
2025-08-03,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Delta,Projetos,3228.32,2025-08-13,,Em aberto,Conta Corrente
2025-08-03,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Gama,Comercial,7974.22,2025-08-13,2025-08-12,Recebido,Conta Corrente
2025-08-03,Receita,Serviços,Projetos,Projeto de análise,Cliente Delta,Projetos,19543.06,2025-08-23,2025-08-21,Recebido,Conta Digital
2025-08-04,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Prime,Financeiro,645.46,2025-08-19,2025-08-16,Pago,Conta Corrente
2025-08-05,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Atlas,RH,237.24,2025-08-10,2025-08-05,Pago,Conta Digital
2025-08-05,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,Operacional,1457.8,2025-10-04,2025-10-04,Pago,Conta Investimento
2025-08-05,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Consultoria,2739.65,2025-09-19,2025-09-17,Recebido,Conta Investimento
2025-08-05,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,Financeiro,622.01,2025-08-25,2025-08-20,Pago,Conta Investimento
2025-08-05,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Projetos,10014.22,2025-08-20,,Atrasado,Conta Investimento
2025-08-05,Receita,Serviços,Projetos,Projeto de análise,Cliente Beta,Projetos,2403.68,2025-08-15,,Atrasado,Conta Investimento
2025-08-06,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Consultoria,5830.91,2025-08-16,,Cancelado,Conta Digital
2025-08-06,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Digital,Operacional,413.62,2025-09-20,2025-09-15,Pago,Conta Corrente
2025-08-06,Receita,Serviços,Projetos,Projeto de implantação,Cliente Ômega,Projetos,5170.63,2025-09-05,2025-09-02,Recebido,Conta Digital
2025-08-06,Despesa,Comercial,Marketing,Material institucional,Fornecedor Central,Financeiro,668.0,2025-08-26,2025-08-23,Pago,Conta Corrente
2025-08-08,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Digital,Financeiro,9066.16,2025-09-22,,Em aberto,Conta Digital
2025-08-08,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,RH,271.04,2025-09-07,,Atrasado,Conta Investimento
2025-08-08,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Delta,Projetos,17623.19,2025-10-07,,Atrasado,Conta Investimento
2025-08-08,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Ômega,Comercial,3159.14,2025-08-13,2025-08-10,Recebido,Conta Corrente
2025-08-08,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,Financeiro,605.42,2025-08-13,2025-08-10,Pago,Conta Investimento
2025-08-08,Receita,Serviços,Projetos,Projeto de implantação,Cliente Alpha,Projetos,9368.08,2025-09-07,,Em aberto,Conta Digital
2025-08-09,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Central,Comercial,6387.1,2025-09-08,2025-09-07,Pago,Conta Digital
2025-08-10,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Beta,Financeiro,22219.54,2025-09-09,,Em aberto,Conta Digital
2025-08-10,Receita,Serviços,Projetos,Projeto de implantação,Cliente Alpha,Projetos,5865.0,2025-09-09,2025-09-04,Recebido,Conta Corrente
2025-08-10,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Alpha,Projetos,5468.76,2025-08-25,2025-08-22,Recebido,Conta Investimento
2025-08-11,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Gama,Projetos,11789.81,2025-08-21,,Em aberto,Conta Investimento
2025-08-11,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Atlas,TI,24432.06,2025-09-10,2025-09-05,Pago,Conta Investimento
2025-08-11,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,Comercial,715.86,2025-08-16,,Em aberto,Conta Corrente
2025-08-11,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Gama,Projetos,13147.48,2025-08-26,2025-08-21,Recebido,Conta Digital
2025-08-12,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Alpha,Consultoria,6438.25,2025-09-26,2025-09-24,Recebido,Conta Digital
2025-08-12,Receita,Serviços,Projetos,Projeto de análise,Cliente Beta,Consultoria,7125.92,2025-09-01,,Em aberto,Conta Investimento
2025-08-12,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Prime,TI,24507.38,2025-09-11,2025-09-11,Pago,Conta Digital
2025-08-12,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Central,Operacional,640.21,2025-09-01,2025-09-01,Pago,Conta Investimento
2025-08-13,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,Comercial,272.9,2025-09-12,,Cancelado,Conta Corrente
2025-08-13,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Projetos,1767.01,2025-09-12,2025-09-11,Recebido,Conta Digital
2025-08-13,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Atlas,Comercial,5623.78,2025-09-02,,Em aberto,Conta Corrente
2025-08-14,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Beta,Comercial,11237.94,2025-08-29,2025-08-27,Recebido,Conta Investimento
2025-08-14,Despesa,Comercial,Marketing,Material institucional,Fornecedor Beta,Comercial,259.57,2025-08-29,2025-08-29,Pago,Conta Digital
2025-08-15,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Financeiro,3267.75,2025-09-14,,Atrasado,Conta Digital
2025-08-15,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Delta,Projetos,7453.57,2025-09-14,2025-09-14,Recebido,Conta Corrente
2025-08-15,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,Financeiro,7976.85,2025-09-14,2025-09-11,Pago,Conta Digital
2025-08-15,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Ômega,Projetos,6121.11,2025-09-14,2025-09-12,Recebido,Conta Corrente
2025-08-16,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Digital,TI,1172.52,2025-08-26,2025-08-25,Pago,Conta Digital
2025-08-17,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Atlas,Operacional,978.59,2025-10-01,2025-09-28,Pago,Conta Digital
2025-08-17,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Consultoria,8473.76,2025-09-16,,Em aberto,Conta Digital
2025-08-17,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Atlas,TI,1056.88,2025-09-06,2025-09-06,Pago,Conta Investimento
2025-08-18,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Central,Operacional,3032.76,2025-08-28,2025-08-25,Pago,Conta Digital
2025-08-18,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Alpha,Consultoria,4971.65,2025-09-17,2025-09-14,Recebido,Conta Digital
2025-08-19,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Central,Operacional,2454.78,2025-09-18,,Em aberto,Conta Corrente
2025-08-19,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,RH,977.31,2025-09-18,2025-09-16,Pago,Conta Corrente
2025-08-19,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Central,TI,747.87,2025-09-08,2025-09-03,Pago,Conta Corrente
2025-08-19,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Beta,Projetos,17297.88,2025-10-03,2025-09-30,Recebido,Conta Investimento
2025-08-21,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Projetos,5656.97,2025-09-05,,Atrasado,Conta Corrente
2025-08-21,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,Comercial,1355.16,2025-08-31,,Em aberto,Conta Digital
2025-08-21,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Central,RH,991.17,2025-09-20,2025-09-17,Pago,Conta Digital
2025-08-21,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Delta,Projetos,7447.98,2025-09-20,2025-09-20,Recebido,Conta Investimento
2025-08-21,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Ômega,Projetos,10824.31,2025-09-10,2025-09-07,Recebido,Conta Investimento
2025-08-21,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,Administrativo,6907.2,2025-09-20,2025-09-18,Pago,Conta Corrente
2025-08-22,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Financeiro,1162.1,2025-09-06,2025-09-01,Pago,Conta Digital
2025-08-23,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Financeiro,227.29,2025-09-02,2025-09-02,Pago,Conta Digital
2025-08-24,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Atlas,Operacional,1209.31,2025-09-08,2025-09-06,Pago,Conta Investimento
2025-08-24,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,Administrativo,1587.23,2025-09-03,,Atrasado,Conta Digital
2025-08-25,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Beta,RH,415.05,2025-09-09,2025-09-04,Pago,Conta Digital
2025-08-25,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Prime,RH,129.14,2025-09-04,2025-09-04,Pago,Conta Digital
2025-08-25,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Digital,TI,18388.11,2025-10-09,2025-10-07,Pago,Conta Investimento
2025-08-26,Despesa,Operacional,Energia,Conta de energia,Fornecedor Central,Administrativo,4235.12,2025-10-25,2025-10-22,Pago,Conta Investimento
2025-08-26,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Central,Comercial,1509.21,2025-09-10,,Em aberto,Conta Investimento
2025-08-27,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,Administrativo,347.78,2025-09-16,2025-09-11,Pago,Conta Investimento
2025-08-27,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Projetos,5349.07,2025-09-16,2025-09-11,Recebido,Conta Corrente
2025-08-27,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Digital,Administrativo,255.02,2025-09-16,2025-09-11,Pago,Conta Corrente
2025-08-28,Receita,Serviços,Projetos,Projeto de análise,Cliente Gama,Comercial,13481.86,2025-09-27,2025-09-25,Recebido,Conta Investimento
2025-08-28,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,Administrativo,419.14,2025-09-27,,Em aberto,Conta Digital
2025-08-29,Despesa,Operacional,Energia,Conta de energia,Fornecedor Central,Comercial,404.15,2025-09-03,2025-09-01,Pago,Conta Investimento
2025-08-30,Receita,Serviços,Projetos,Projeto de implantação,Cliente Delta,Projetos,10990.44,2025-09-09,2025-09-06,Recebido,Conta Investimento
2025-08-30,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,RH,1251.15,2025-09-29,2025-09-24,Pago,Conta Investimento
2025-08-30,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Administrativo,4454.96,2025-09-04,2025-09-02,Pago,Conta Digital
2025-08-30,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Prime,RH,704.71,2025-09-29,2025-09-27,Pago,Conta Digital
2025-08-31,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Central,RH,5104.58,2025-09-30,,Cancelado,Conta Corrente
2025-09-01,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Ômega,Comercial,11028.08,2025-10-01,2025-09-28,Recebido,Conta Digital
2025-09-03,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Alpha,Consultoria,3253.22,2025-09-18,2025-09-15,Recebido,Conta Digital
2025-09-03,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Comercial,3764.05,2025-09-08,2025-09-07,Recebido,Conta Digital
2025-09-04,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Beta,Comercial,12821.71,2025-10-04,2025-10-01,Recebido,Conta Corrente
2025-09-04,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Comercial,956.08,2025-10-04,2025-10-02,Pago,Conta Digital
2025-09-04,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Gama,Projetos,5293.84,2025-09-09,2025-09-04,Recebido,Conta Corrente
2025-09-04,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Digital,Comercial,23352.67,2025-09-14,,Em aberto,Conta Digital
2025-09-06,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Beta,TI,2101.83,2025-09-21,2025-09-18,Pago,Conta Corrente
2025-09-06,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Atlas,TI,990.81,2025-09-16,2025-09-13,Pago,Conta Investimento
2025-09-07,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Atlas,TI,520.61,2025-09-17,2025-09-17,Pago,Conta Investimento
2025-09-07,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Beta,Projetos,3925.46,2025-10-07,2025-10-06,Recebido,Conta Digital
2025-09-07,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Delta,Comercial,13406.01,2025-09-27,2025-09-27,Recebido,Conta Investimento
2025-09-08,Despesa,Operacional,Energia,Conta de energia,Fornecedor Central,RH,497.08,2025-10-08,,Em aberto,Conta Corrente
