data_lancamento,tipo,categoria,subcategoria,descricao,cliente_fornecedor,centro_custo,valor,data_vencimento,data_pagamento,status,conta,ano,mes,mes_nome,trimestre,valor_receita,valor_despesa,resultado,em_aberto,pago_recebido,atrasado,dias_para_pagamento,dias_atraso
2025-05-03,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Prime,Administrativo,402.72,2025-05-18,2025-05-16,Pago,Conta Investimento,2025,5,May,T2,0.0,402.72,-402.72,False,True,False,-2.0,0
2025-05-04,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,TI,561.12,2025-05-24,2025-05-19,Pago,Conta Digital,2025,5,May,T2,0.0,561.12,-561.12,False,True,False,-5.0,0
2025-05-04,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Gama,Projetos,4761.48,2025-05-19,,Em Aberto,Conta Corrente,2025,5,May,T2,4761.48,0.0,4761.48,True,False,False,,0
2025-05-05,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Beta,Comercial,3275.76,2025-06-04,2025-06-02,Pago,Conta Corrente,2025,5,May,T2,0.0,3275.76,-3275.76,False,True,False,-2.0,0
2025-05-06,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,Financeiro,669.56,2025-05-26,,Em Aberto,Conta Corrente,2025,5,May,T2,0.0,669.56,-669.56,True,False,False,,0
2025-05-06,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Beta,Comercial,2485.17,2025-05-26,2025-05-21,Pago,Conta Digital,2025,5,May,T2,0.0,2485.17,-2485.17,False,True,False,-5.0,0
2025-05-06,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Beta,RH,384.03,2025-05-11,,Em Aberto,Conta Corrente,2025,5,May,T2,0.0,384.03,-384.03,True,False,False,,0
2025-05-06,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Beta,Comercial,1610.86,2025-05-26,2025-05-25,Pago,Conta Investimento,2025,5,May,T2,0.0,1610.86,-1610.86,False,True,False,-1.0,0
2025-05-07,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Beta,Administrativo,747.21,2025-06-21,2025-06-19,Pago,Conta Investimento,2025,5,May,T2,0.0,747.21,-747.21,False,True,False,-2.0,0
2025-05-07,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Atlas,Financeiro,1864.09,2025-07-06,2025-07-01,Pago,Conta Corrente,2025,5,May,T2,0.0,1864.09,-1864.09,False,True,False,-5.0,0
2025-05-08,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Central,Financeiro,620.62,2025-05-28,2025-05-25,Pago,Conta Digital,2025,5,May,T2,0.0,620.62,-620.62,False,True,False,-3.0,0
2025-05-08,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Comercial,601.97,2025-05-18,2025-05-18,Pago,Conta Investimento,2025,5,May,T2,0.0,601.97,-601.97,False,True,False,0.0,0
2025-05-08,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Central,TI,4746.74,2025-05-13,2025-05-12,Pago,Conta Digital,2025,5,May,T2,0.0,4746.74,-4746.74,False,True,False,-1.0,0
2025-05-08,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Atlas,RH,24913.73,2025-05-18,,Em Aberto,Conta Digital,2025,5,May,T2,0.0,24913.73,-24913.73,True,False,False,,0
2025-05-09,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,Financeiro,1388.25,2025-05-14,2025-05-11,Pago,Conta Investimento,2025,5,May,T2,0.0,1388.25,-1388.25,False,True,False,-3.0,0
2025-05-09,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Delta,Comercial,3905.38,2025-05-14,,Atrasado,Conta Investimento,2025,5,May,T2,3905.38,0.0,3905.38,True,False,True,,0
2025-05-09,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Gama,Consultoria,5818.87,2025-05-24,,Em Aberto,Conta Investimento,2025,5,May,T2,5818.87,0.0,5818.87,True,False,False,,0
2025-05-10,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,Operacional,2262.59,2025-05-30,,Em Aberto,Conta Investimento,2025,5,May,T2,0.0,2262.59,-2262.59,True,False,False,,0
2025-05-10,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,Comercial,1265.74,2025-05-20,,Atrasado,Conta Digital,2025,5,May,T2,0.0,1265.74,-1265.74,True,False,True,,0
2025-05-11,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,Administrativo,497.07,2025-06-25,,Em Aberto,Conta Digital,2025,5,May,T2,0.0,497.07,-497.07,True,False,False,,0
2025-05-11,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Digital,Administrativo,1485.58,2025-06-10,,Em Aberto,Conta Corrente,2025,5,May,T2,0.0,1485.58,-1485.58,True,False,False,,0
2025-05-11,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Delta,Projetos,4034.33,2025-06-10,2025-06-05,Recebido,Conta Corrente,2025,5,May,T2,4034.33,0.0,4034.33,False,True,False,-5.0,0
2025-05-11,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Consultoria,16521.63,2025-05-26,,Em Aberto,Conta Corrente,2025,5,May,T2,16521.63,0.0,16521.63,True,False,False,,0
2025-05-12,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,Operacional,2517.43,2025-07-11,,Atrasado,Conta Digital,2025,5,May,T2,0.0,2517.43,-2517.43,True,False,True,,0
2025-05-13,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Central,TI,2375.52,2025-05-23,,Atrasado,Conta Investimento,2025,5,May,T2,0.0,2375.52,-2375.52,True,False,True,,0
2025-05-13,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Ômega,Projetos,14367.75,2025-06-02,2025-05-31,Recebido,Conta Investimento,2025,5,May,T2,14367.75,0.0,14367.75,False,True,False,-2.0,0
2025-05-14,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Digital,Operacional,984.79,2025-06-03,2025-06-02,Pago,Conta Investimento,2025,5,May,T2,0.0,984.79,-984.79,False,True,False,-1.0,0
2025-05-14,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Beta,RH,1296.18,2025-06-13,,Atrasado,Conta Investimento,2025,5,May,T2,0.0,1296.18,-1296.18,True,False,True,,0
2025-05-15,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Prime,Financeiro,1160.81,2025-05-25,,Em Aberto,Conta Digital,2025,5,May,T2,0.0,1160.81,-1160.81,True,False,False,,0
2025-05-15,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Beta,Comercial,293.44,2025-06-14,2025-06-12,Pago,Conta Investimento,2025,5,May,T2,0.0,293.44,-293.44,False,True,False,-2.0,0
2025-05-15,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Beta,TI,368.21,2025-06-14,,Em Aberto,Conta Corrente,2025,5,May,T2,0.0,368.21,-368.21,True,False,False,,0
2025-05-16,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,Comercial,853.45,2025-06-05,,Cancelado,Conta Corrente,2025,5,May,T2,0.0,853.45,-853.45,False,False,False,,0
2025-05-16,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,Operacional,594.11,2025-06-05,2025-06-02,Pago,Conta Investimento,2025,5,May,T2,0.0,594.11,-594.11,False,True,False,-3.0,0
2025-05-16,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Gama,Comercial,24758.63,2025-06-05,2025-05-31,Recebido,Conta Digital,2025,5,May,T2,24758.63,0.0,24758.63,False,True,False,-5.0,0
2025-05-17,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,Comercial,972.64,2025-07-16,,Em Aberto,Conta Corrente,2025,5,May,T2,0.0,972.64,-972.64,True,False,False,,0
2025-05-19,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Projetos,8762.45,2025-06-18,2025-06-16,Recebido,Conta Corrente,2025,5,May,T2,8762.45,0.0,8762.45,False,True,False,-2.0,0
2025-05-20,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Projetos,1600.01,2025-05-25,2025-05-20,Recebido,Conta Investimento,2025,5,May,T2,1600.01,0.0,1600.01,False,True,False,-5.0,0
2025-05-21,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Alpha,Comercial,5960.99,2025-06-05,2025-06-02,Recebido,Conta Corrente,2025,5,May,T2,5960.99,0.0,5960.99,False,True,False,-3.0,0
2025-05-21,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Alpha,Consultoria,13046.98,2025-05-31,2025-05-28,Recebido,Conta Corrente,2025,5,May,T2,13046.98,0.0,13046.98,False,True,False,-3.0,0
2025-05-22,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Atlas,Financeiro,1951.84,2025-06-21,,Em Aberto,Conta Digital,2025,5,May,T2,0.0,1951.84,-1951.84,True,False,False,,0
2025-05-23,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Beta,RH,2550.33,2025-05-28,2025-05-28,Pago,Conta Corrente,2025,5,May,T2,0.0,2550.33,-2550.33,False,True,False,0.0,0
2025-05-23,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Projetos,3701.64,2025-06-22,,Em Aberto,Conta Investimento,2025,5,May,T2,3701.64,0.0,3701.64,True,False,False,,0
2025-05-23,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Alpha,Comercial,7644.67,2025-07-07,2025-07-07,Recebido,Conta Digital,2025,5,May,T2,7644.67,0.0,7644.67,False,True,False,0.0,0
2025-05-24,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Prime,RH,280.67,2025-06-13,,Atrasado,Conta Investimento,2025,5,May,T2,0.0,280.67,-280.67,True,False,True,,0
2025-05-24,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Prime,Comercial,2157.16,2025-06-13,2025-06-11,Pago,Conta Digital,2025,5,May,T2,0.0,2157.16,-2157.16,False,True,False,-2.0,0
2025-05-24,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Prime,TI,1221.19,2025-06-23,,Atrasado,Conta Corrente,2025,5,May,T2,0.0,1221.19,-1221.19,True,False,True,,0
2025-05-24,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,Administrativo,3465.94,2025-06-23,2025-06-21,Pago,Conta Digital,2025,5,May,T2,0.0,3465.94,-3465.94,False,True,False,-2.0,0
2025-05-24,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Delta,Projetos,8189.34,2025-06-08,,Em Aberto,Conta Corrente,2025,5,May,T2,8189.34,0.0,8189.34,True,False,False,,0
2025-05-24,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Gama,Consultoria,5054.04,2025-05-29,,Em Aberto,Conta Digital,2025,5,May,T2,5054.04,0.0,5054.04,True,False,False,,0
2025-05-24,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Delta,Consultoria,2891.37,2025-06-08,2025-06-05,Recebido,Conta Digital,2025,5,May,T2,2891.37,0.0,2891.37,False,True,False,-3.0,0
2025-05-25,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,Administrativo,1276.35,2025-06-09,,Em Aberto,Conta Investimento,2025,5,May,T2,0.0,1276.35,-1276.35,True,False,False,,0
2025-05-25,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,RH,189.73,2025-06-04,2025-06-02,Pago,Conta Investimento,2025,5,May,T2,0.0,189.73,-189.73,False,True,False,-2.0,0
2025-05-25,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Digital,RH,339.08,2025-07-24,2025-07-24,Pago,Conta Investimento,2025,5,May,T2,0.0,339.08,-339.08,False,True,False,0.0,0
2025-05-25,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Central,Comercial,8884.67,2025-06-04,,Em Aberto,Conta Digital,2025,5,May,T2,0.0,8884.67,-8884.67,True,False,False,,0
2025-05-26,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,Operacional,919.01,2025-06-15,2025-06-12,Pago,Conta Investimento,2025,5,May,T2,0.0,919.01,-919.01,False,True,False,-3.0,0
2025-05-26,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Gama,Projetos,9629.65,2025-06-15,2025-06-10,Recebido,Conta Corrente,2025,5,May,T2,9629.65,0.0,9629.65,False,True,False,-5.0,0
2025-05-27,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Prime,Comercial,14069.72,2025-06-06,,Em Aberto,Conta Investimento,2025,5,May,T2,0.0,14069.72,-14069.72,True,False,False,,0
2025-05-27,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Consultoria,5331.75,2025-06-26,2025-06-21,Recebido,Conta Digital,2025,5,May,T2,5331.75,0.0,5331.75,False,True,False,-5.0,0
2025-05-27,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Projetos,3966.94,2025-06-16,,Cancelado,Conta Digital,2025,5,May,T2,3966.94,0.0,3966.94,False,False,False,,0
2025-05-27,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Consultoria,3821.18,2025-06-01,2025-05-29,Recebido,Conta Investimento,2025,5,May,T2,3821.18,0.0,3821.18,False,True,False,-3.0,0
2025-05-27,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Alpha,Projetos,4731.74,2025-07-11,2025-07-11,Recebido,Conta Corrente,2025,5,May,T2,4731.74,0.0,4731.74,False,True,False,0.0,0
2025-05-27,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Gama,Projetos,2087.48,2025-06-26,2025-06-24,Recebido,Conta Corrente,2025,5,May,T2,2087.48,0.0,2087.48,False,True,False,-2.0,0
2025-05-28,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Prime,TI,900.06,2025-06-12,,Atrasado,Conta Corrente,2025,5,May,T2,0.0,900.06,-900.06,True,False,True,,0
2025-05-28,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Delta,Projetos,5980.92,2025-06-27,2025-06-25,Recebido,Conta Investimento,2025,5,May,T2,5980.92,0.0,5980.92,False,True,False,-2.0,0
2025-05-28,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Gama,Consultoria,5845.33,2025-06-07,2025-06-06,Recebido,Conta Investimento,2025,5,May,T2,5845.33,0.0,5845.33,False,True,False,-1.0,0
2025-05-29,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Projetos,5368.98,2025-06-08,,Em Aberto,Conta Corrente,2025,5,May,T2,5368.98,0.0,5368.98,True,False,False,,0
2025-05-30,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Atlas,Comercial,417.8,2025-06-29,2025-06-24,Pago,Conta Corrente,2025,5,May,T2,0.0,417.8,-417.8,False,True,False,-5.0,0
2025-05-30,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Central,Administrativo,401.77,2025-06-04,,Em Aberto,Conta Corrente,2025,5,May,T2,0.0,401.77,-401.77,True,False,False,,0
2025-05-31,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,Comercial,681.76,2025-06-30,2025-06-29,Pago,Conta Digital,2025,5,May,T2,0.0,681.76,-681.76,False,True,False,-1.0,0
2025-05-31,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Digital,Operacional,6445.71,2025-06-15,2025-06-10,Pago,Conta Digital,2025,5,May,T2,0.0,6445.71,-6445.71,False,True,False,-5.0,0
2025-05-31,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Central,RH,949.15,2025-06-15,2025-06-13,Pago,Conta Digital,2025,5,May,T2,0.0,949.15,-949.15,False,True,False,-2.0,0
2025-05-31,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Delta,Consultoria,5735.45,2025-06-05,2025-06-02,Recebido,Conta Digital,2025,5,May,T2,5735.45,0.0,5735.45,False,True,False,-3.0,0
2025-06-01,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,Financeiro,686.1,2025-06-21,2025-06-20,Pago,Conta Corrente,2025,6,June,T2,0.0,686.1,-686.1,False,True,False,-1.0,0
2025-06-01,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,Comercial,1142.32,2025-06-11,2025-06-08,Pago,Conta Digital,2025,6,June,T2,0.0,1142.32,-1142.32,False,True,False,-3.0,0
2025-06-01,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Beta,TI,1292.63,2025-07-01,,Atrasado,Conta Investimento,2025,6,June,T2,0.0,1292.63,-1292.63,True,False,True,,0
2025-06-01,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Prime,Comercial,2040.54,2025-06-11,,Atrasado,Conta Digital,2025,6,June,T2,0.0,2040.54,-2040.54,True,False,True,,0
2025-06-01,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Ômega,Projetos,3163.29,2025-06-11,2025-06-10,Recebido,Conta Investimento,2025,6,June,T2,3163.29,0.0,3163.29,False,True,False,-1.0,0
2025-06-02,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Digital,Comercial,1056.47,2025-07-17,,Em Aberto,Conta Corrente,2025,6,June,T2,0.0,1056.47,-1056.47,True,False,False,,0
2025-06-02,Receita,Serviços,Projetos,Projeto de implantação,Cliente Alpha,Projetos,7268.12,2025-06-22,,Em Aberto,Conta Corrente,2025,6,June,T2,7268.12,0.0,7268.12,True,False,False,,0
2025-06-03,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,Comercial,1919.43,2025-07-03,,Em Aberto,Conta Digital,2025,6,June,T2,0.0,1919.43,-1919.43,True,False,False,,0
2025-06-03,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Central,Financeiro,1772.36,2025-06-18,,Em Aberto,Conta Digital,2025,6,June,T2,0.0,1772.36,-1772.36,True,False,False,,0
2025-06-04,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Financeiro,7846.34,2025-07-04,2025-07-04,Pago,Conta Corrente,2025,6,June,T2,0.0,7846.34,-7846.34,False,True,False,0.0,0
2025-06-05,Receita,Serviços,Projetos,Projeto de implantação,Cliente Alpha,Projetos,5082.86,2025-06-15,2025-06-13,Recebido,Conta Investimento,2025,6,June,T2,5082.86,0.0,5082.86,False,True,False,-2.0,0
2025-06-06,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Consultoria,3445.81,2025-06-16,,Atrasado,Conta Digital,2025,6,June,T2,3445.81,0.0,3445.81,True,False,True,,0
2025-06-07,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,RH,574.85,2025-06-27,2025-06-26,Pago,Conta Investimento,2025,6,June,T2,0.0,574.85,-574.85,False,True,False,-1.0,0
2025-06-07,Despesa,Operacional,Software,Licença de software,Fornecedor Atlas,RH,871.78,2025-06-22,2025-06-17,Pago,Conta Digital,2025,6,June,T2,0.0,871.78,-871.78,False,True,False,-5.0,0
2025-06-07,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Delta,Projetos,11414.79,2025-06-27,,Em Aberto,Conta Digital,2025,6,June,T2,11414.79,0.0,11414.79,True,False,False,,0
2025-06-09,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Administrativo,181.58,2025-06-24,2025-06-21,Pago,Conta Corrente,2025,6,June,T2,0.0,181.58,-181.58,False,True,False,-3.0,0
2025-06-09,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Beta,TI,8217.32,2025-07-09,,Em Aberto,Conta Digital,2025,6,June,T2,0.0,8217.32,-8217.32,True,False,False,,0
2025-06-09,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Projetos,4914.73,2025-07-09,2025-07-08,Recebido,Conta Investimento,2025,6,June,T2,4914.73,0.0,4914.73,False,True,False,-1.0,0
2025-06-09,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Alpha,Consultoria,10162.65,2025-08-08,2025-08-03,Recebido,Conta Investimento,2025,6,June,T2,10162.65,0.0,10162.65,False,True,False,-5.0,0
2025-06-09,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Ômega,Comercial,7217.87,2025-06-29,,Em Aberto,Conta Digital,2025,6,June,T2,7217.87,0.0,7217.87,True,False,False,,0
2025-06-09,Receita,Serviços,Projetos,Projeto de análise,Cliente Alpha,Projetos,8489.05,2025-06-19,,Atrasado,Conta Digital,2025,6,June,T2,8489.05,0.0,8489.05,True,False,True,,0
2025-06-10,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Beta,RH,544.89,2025-06-30,2025-06-28,Pago,Conta Investimento,2025,6,June,T2,0.0,544.89,-544.89,False,True,False,-2.0,0
2025-06-10,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Prime,Financeiro,959.17,2025-08-09,2025-08-09,Pago,Conta Investimento,2025,6,June,T2,0.0,959.17,-959.17,False,True,False,0.0,0
2025-06-10,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Ômega,Consultoria,18800.22,2025-08-09,,Em Aberto,Conta Investimento,2025,6,June,T2,18800.22,0.0,18800.22,True,False,False,,0
2025-06-10,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Ômega,Projetos,11980.19,2025-07-10,2025-07-05,Recebido,Conta Investimento,2025,6,June,T2,11980.19,0.0,11980.19,False,True,False,-5.0,0
2025-06-11,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,Financeiro,951.15,2025-06-26,2025-06-25,Pago,Conta Digital,2025,6,June,T2,0.0,951.15,-951.15,False,True,False,-1.0,0
2025-06-11,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Beta,Comercial,590.47,2025-06-21,2025-06-18,Pago,Conta Corrente,2025,6,June,T2,0.0,590.47,-590.47,False,True,False,-3.0,0
2025-06-12,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Operacional,202.64,2025-06-17,2025-06-17,Pago,Conta Corrente,2025,6,June,T2,0.0,202.64,-202.64,False,True,False,0.0,0
2025-06-12,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,RH,2406.32,2025-07-02,2025-07-02,Pago,Conta Investimento,2025,6,June,T2,0.0,2406.32,-2406.32,False,True,False,0.0,0
2025-06-12,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Beta,RH,7952.64,2025-07-27,2025-07-27,Pago,Conta Corrente,2025,6,June,T2,0.0,7952.64,-7952.64,False,True,False,0.0,0
2025-06-12,Despesa,Operacional,Software,Licença de software,Fornecedor Prime,TI,2029.15,2025-07-27,,Cancelado,Conta Investimento,2025,6,June,T2,0.0,2029.15,-2029.15,False,False,False,,0
2025-06-13,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Beta,Operacional,304.44,2025-07-13,2025-07-08,Pago,Conta Corrente,2025,6,June,T2,0.0,304.44,-304.44,False,True,False,-5.0,0
2025-06-13,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Beta,Financeiro,455.54,2025-06-18,2025-06-18,Pago,Conta Corrente,2025,6,June,T2,0.0,455.54,-455.54,False,True,False,0.0,0
2025-06-13,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Projetos,6301.55,2025-06-28,,Atrasado,Conta Corrente,2025,6,June,T2,6301.55,0.0,6301.55,True,False,True,,0
2025-06-14,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,Comercial,408.61,2025-07-14,2025-07-13,Pago,Conta Investimento,2025,6,June,T2,0.0,408.61,-408.61,False,True,False,-1.0,0
2025-06-14,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Delta,Consultoria,2096.16,2025-07-04,2025-07-02,Recebido,Conta Corrente,2025,6,June,T2,2096.16,0.0,2096.16,False,True,False,-2.0,0
2025-06-14,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Delta,Comercial,15160.86,2025-07-04,,Atrasado,Conta Corrente,2025,6,June,T2,15160.86,0.0,15160.86,True,False,True,,0
2025-06-15,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Gama,Consultoria,16242.01,2025-06-25,,Em Aberto,Conta Investimento,2025,6,June,T2,16242.01,0.0,16242.01,True,False,False,,0
2025-06-16,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Digital,TI,832.99,2025-08-15,,Cancelado,Conta Investimento,2025,6,June,T2,0.0,832.99,-832.99,False,False,False,,0
2025-06-16,Receita,Serviços,Projetos,Projeto de implantação,Cliente Alpha,Projetos,6249.26,2025-06-26,2025-06-23,Recebido,Conta Corrente,2025,6,June,T2,6249.26,0.0,6249.26,False,True,False,-3.0,0
2025-06-17,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Prime,Financeiro,2588.97,2025-08-01,2025-07-29,Pago,Conta Corrente,2025,6,June,T2,0.0,2588.97,-2588.97,False,True,False,-3.0,0
2025-06-17,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Comercial,3266.82,2025-08-01,2025-07-29,Recebido,Conta Digital,2025,6,June,T2,3266.82,0.0,3266.82,False,True,False,-3.0,0
2025-06-18,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Beta,Consultoria,3836.21,2025-07-18,2025-07-16,Recebido,Conta Investimento,2025,6,June,T2,3836.21,0.0,3836.21,False,True,False,-2.0,0
2025-06-19,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,RH,526.86,2025-07-09,,Cancelado,Conta Investimento,2025,6,June,T2,0.0,526.86,-526.86,False,False,False,,0
2025-06-19,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Atlas,TI,156.61,2025-08-03,,Cancelado,Conta Corrente,2025,6,June,T2,0.0,156.61,-156.61,False,False,False,,0
2025-06-19,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Digital,Administrativo,23787.63,2025-08-03,2025-08-01,Pago,Conta Digital,2025,6,June,T2,0.0,23787.63,-23787.63,False,True,False,-2.0,0
2025-06-19,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Central,Comercial,554.7,2025-06-24,2025-06-19,Pago,Conta Investimento,2025,6,June,T2,0.0,554.7,-554.7,False,True,False,-5.0,0
2025-06-19,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Beta,Projetos,12261.35,2025-07-04,,Em Aberto,Conta Digital,2025,6,June,T2,12261.35,0.0,12261.35,True,False,False,,0
2025-06-20,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Prime,Operacional,774.29,2025-07-10,,Em Aberto,Conta Corrente,2025,6,June,T2,0.0,774.29,-774.29,True,False,False,,0
2025-06-21,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Administrativo,770.54,2025-08-05,2025-08-03,Pago,Conta Investimento,2025,6,June,T2,0.0,770.54,-770.54,False,True,False,-2.0,0
2025-06-21,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,TI,591.6,2025-07-11,2025-07-11,Pago,Conta Digital,2025,6,June,T2,0.0,591.6,-591.6,False,True,False,0.0,0
2025-06-21,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Atlas,RH,1815.02,2025-07-11,2025-07-06,Pago,Conta Digital,2025,6,June,T2,0.0,1815.02,-1815.02,False,True,False,-5.0,0
2025-06-21,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Consultoria,5641.41,2025-08-05,,Em Aberto,Conta Corrente,2025,6,June,T2,5641.41,0.0,5641.41,True,False,False,,0
